CV_Sentences;Sentences_CV_clean;CV_Number;Sentence_line;Nb_tokens;%texte_lu;%texte_lu_fin_ligne;Is_alpha;Grammar;Tokenization;Verb_count;Propn_count;Noun_count;Num_count;Pourcentage_verb_sentence;Pourcentage_propn_sentence;Pourcentage_noun_sentence;Pourcentage_num_sentence;Label
NSNSINNS NN SNS SINNNNINIEN;NSNSINNS NN SNS SINNNNINIEN;CV_87;24;4;100.0;0.0;[True, True, True, True];['NOUN', 'PROPN', 'PROPN', 'PROPN'];NSNSINNS NN SNS SINNNNINIEN;0;3;1;0;0.0;0.75;0.25;0.0;0
LUCIE MARNIER;LUCIE MARNIER;CV_88;0;2;0.85;99.15;[True, True];['PROPN', 'PROPN'];LUCIE MARNIER;0;2;0;0;0.0;1.0;0.0;0.0;1
 ; ;CV_88;1;1;1.27;98.73;[False];['SPACE']; ;0;0;0;0;0.0;0.0;0.0;0.0;0
#NOM?;#NOM?;CV_88;2;9;5.08;94.92;[False, True, False, False, True, True, True, True, True];['ADP', 'NOUN', 'ADP', 'SPACE', 'ADP', 'DET', 'NOUN', 'ADJ', 'NOUN'];#NOM?;0;0;1;0;0.0;0.0;0.1111111111111111;0.0;0
Un graphiste est un professionnel de 2019 - 2023 + Université de Dijon l'industrie du graphisme et des arts Licence en Communication graphiques qui assemble des images, de la 2023 - 2024 + Université de Dijon  typographie ou des images animées pour  créer un élément de design.;Un graphiste est un professionnel de 2019 - 2023 + Université de Dijon l'industrie du graphisme et des arts Licence en Communication graphiques qui assemble des images, de la 2023 - 2024 + Université de Dijon  typographie ou des images animées pour  créer un élément de design.;CV_88;3;52;27.12;72.88;[True, True, True, True, True, True, False, False, False, False, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, False, False, False, True, True, True, False, True, True, True, True, True, True, False, True, True, True, True, True, False];['DET', 'NOUN', 'AUX', 'DET', 'NOUN', 'ADP', 'NUM', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'DET', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PRON', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'ADP', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'SPACE', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'VERB', 'ADP', 'SPACE', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT'];Un graphiste est un professionnel de 2019 - 2023 + Université de Dijon l'industrie du graphisme et des arts Licence en Communication graphiques qui assemble des images, de la 2023 - 2024 + Université de Dijon  typographie ou des images animées pour  créer un élément de design.;3;2;17;1;0.057692307692307696;0.038461538461538464;0.3269230769230769;0.019230769230769232;0
Un graphiste Certificat en graphisme et  crée des images qui seront ensuite publiées.;Un graphiste Certificat en graphisme et  crée des images qui seront ensuite publiées.;CV_88;4;15;33.47;66.53;[True, True, True, True, True, True, False, True, True, True, True, True, True, True, False];['DET', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'SPACE', 'VERB', 'DET', 'NOUN', 'PRON', 'AUX', 'ADV', 'VERB', 'PUNCT'];Un graphiste Certificat en graphisme et  crée des images qui seront ensuite publiées.;2;0;4;0;0.13333333333333333;0.0;0.26666666666666666;0.0;0
illustration  EXPÉRIENCE  2023;illustration  EXPÉRIENCE  2023;CV_88;5;5;35.59;64.41;[True, False, True, False, False];['NOUN', 'SPACE', 'NOUN', 'SPACE', 'NUM'];illustration  EXPÉRIENCE  2023;0;0;2;1;0.0;0.0;0.4;0.2;0
Studios;Studios;CV_88;6;1;36.02;63.98;[True];['PROPN'];Studios;0;1;0;0;0.0;1.0;0.0;0.0;0
Machine à presse;Machine à presse;CV_88;7;3;37.29;62.71;[True, True, True];['NOUN', 'ADP', 'NOUN'];Machine à presse;0;0;2;0;0.0;0.0;0.6666666666666666;0.0;0
Graphiste junior + Chargée de créer des images pour des mises en page hors ligne.;Graphiste junior + Chargée de créer des images pour des mises en page hors ligne.;CV_88;8;16;44.07;55.93;[True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, False];['NOUN', 'ADJ', 'ADP', 'VERB', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT'];Graphiste junior + Chargée de créer des images pour des mises en page hors ligne.;2;0;5;0;0.125;0.0;0.3125;0.0;0
+ Modifier des photos pour des clients, des magazines et des réseaux sociaux.;+ Modifier des photos pour des clients, des magazines et des réseaux sociaux.;CV_88;9;15;50.42;49.58;[False, True, True, True, True, True, True, False, True, True, True, True, True, True, False];['ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADP', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'ADJ', 'PUNCT'];+ Modifier des photos pour des clients, des magazines et des réseaux sociaux.;1;0;4;0;0.06666666666666667;0.0;0.26666666666666666;0.0;0
#NOM?;#NOM?;CV_88;10;5;52.54;47.46;[False, True, True, True, False];['ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT'];#NOM?;0;0;1;0;0.0;0.0;0.2;0.0;0
 ; ;CV_88;11;1;52.97;47.03;[False];['SPACE']; ;0;0;0;0;0.0;0.0;0.0;0.0;0
2025 Studios Machine à presse Graphiste junior + Chargée de créer des images pour des mises en page hors ligne.;2025 Studios Machine à presse Graphiste junior + Chargée de créer des images pour des mises en page hors ligne.;CV_88;12;21;61.86;38.14;[False, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, False];['NUM', 'X', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADJ', 'ADP', 'VERB', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT'];2025 Studios Machine à presse Graphiste junior + Chargée de créer des images pour des mises en page hors ligne.;2;0;6;1;0.09523809523809523;0.0;0.2857142857142857;0.047619047619047616;0
+ Modifier des photos pour des clients, des magazines et des réseaux sociaux.;+ Modifier des photos pour des clients, des magazines et des réseaux sociaux.;CV_88;13;15;68.22;31.78;[False, True, True, True, True, True, True, False, True, True, True, True, True, True, False];['ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADP', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'ADJ', 'PUNCT'];+ Modifier des photos pour des clients, des magazines et des réseaux sociaux.;1;0;4;0;0.06666666666666667;0.0;0.26666666666666666;0.0;0
#NOM?;#NOM?;CV_88;14;5;70.34;29.66;[False, True, True, True, False];['ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT'];#NOM?;0;0;1;0;0.0;0.0;0.2;0.0;0
 ; ;CV_88;15;1;70.76;29.24;[False];['SPACE']; ;0;0;0;0;0.0;0.0;0.0;0.0;0
2028;2028;CV_88;16;1;71.19;28.81;[False];['NUM'];2028;0;0;0;1;0.0;0.0;0.0;1.0;0
Studios;Studios;CV_88;17;1;71.61;28.39;[True];['PROPN'];Studios;0;1;0;0;0.0;1.0;0.0;0.0;0
Machine à presse Directrice artistique + Travaille en étroite collaboration avec l'équipe marketing pour élaborer des concepts pour les clients.;Machine à presse Directrice artistique + Travaille en étroite collaboration avec l'équipe marketing pour élaborer des concepts pour les clients.;CV_88;18;22;80.93;19.07;[True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, False];['NOUN', 'ADP', 'NOUN', 'NOUN', 'ADJ', 'ADP', 'VERB', 'ADP', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PROPN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT'];Machine à presse Directrice artistique + Travaille en étroite collaboration avec l'équipe marketing pour élaborer des concepts pour les clients.;2;1;7;0;0.09090909090909091;0.045454545454545456;0.3181818181818182;0.0;0
+ Crée des concepts pour les principaux clients tels que la production de musique et plus encore.  COMPÉTENCES  Graphisme;+ Crée des concepts pour les principaux clients tels que la production de musique et plus encore.  COMPÉTENCES  Graphisme;CV_88;19;22;90.25;9.75;[False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, True, False, True];['ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADJ', 'SCONJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'ADV', 'ADV', 'PUNCT', 'SPACE', 'NOUN', 'SPACE', 'NOUN'];+ Crée des concepts pour les principaux clients tels que la production de musique et plus encore.  COMPÉTENCES  Graphisme;0;0;7;0;0.0;0.0;0.3181818181818182;0.0;0
Images;Images;CV_88;20;1;90.68;9.32;[True];['NOUN'];Images;0;0;1;0;0.0;0.0;1.0;0.0;0
animées;animées;CV_88;21;1;91.1;8.9;[True];['VERB'];animées;1;0;0;0;1.0;0.0;0.0;0.0;0
Illustration;Illustration;CV_88;22;1;91.53;8.47;[True];['NOUN'];Illustration;0;0;1;0;0.0;0.0;1.0;0.0;0
Vidéographie;Vidéographie;CV_88;23;1;91.95;8.05;[True];['PROPN'];Vidéographie;0;1;0;0;0.0;1.0;0.0;0.0;0
Mise Photographie en page  06 23 45 89 20 + 01 23 45 89 12 + sitevraimentsuper@email.fre www.sitevraimentsuper.fr;Mise Photographie en page  06 23 45 89 20 + 01 23 45 89 12 + sitevraimentsuper@email.fre www.sitevraimentsuper.fr;CV_88;24;19;100.0;0.0;[True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False];['NOUN', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'NOUN', 'DET', 'DET', 'NUM', 'PRON', 'ADP', 'NOUN', 'DET', 'DET', 'NUM', 'PRON', 'ADP', 'PROPN', 'PROPN'];Mise Photographie en page  06 23 45 89 20 + 01 23 45 89 12 + sitevraimentsuper@email.fre www.sitevraimentsuper.fr;0;2;5;2;0.0;0.10526315789473684;0.2631578947368421;0.10526315789473684;0
PHILIPPE STÉPHANE  ÉTUDIANT  RÉSUMÉ PROFESSIONNEL  ;PHILIPPE STÉPHANE  ÉTUDIANT  RÉSUMÉ PROFESSIONNEL  ;CV_89;0;8;2.96;97.04;[True, True, False, True, False, True, True, False];['NOUN', 'PROPN', 'SPACE', 'PROPN', 'SPACE', 'NOUN', 'ADJ', 'SPACE'];PHILIPPE STÉPHANE  ÉTUDIANT  RÉSUMÉ PROFESSIONNEL  ;0;2;2;0;0.0;0.25;0.25;0.0;1
Je suis un étudiant en histoire de 20 ans qui aspire à devenir l'un des chroniqueurs de la publication officielle de l'école de l'université.;Je suis un étudiant en histoire de 20 ans qui aspire à devenir l'un des chroniqueurs de la publication officielle de l'école de l'université.;CV_89;1;28;13.33;86.67;[True, True, True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, False, True, False];['PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NUM', 'NOUN', 'PRON', 'VERB', 'ADP', 'VERB', 'DET', 'PRON', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT'];Je suis un étudiant en histoire de 20 ans qui aspire à devenir l'un des chroniqueurs de la publication officielle de l'école de l'université.;2;0;7;1;0.07142857142857142;0.0;0.25;0.03571428571428571;0
Je maîtrise la rédaction informative.;Je maîtrise la rédaction informative.;CV_89;2;6;15.56;84.44;[True, True, True, True, True, False];['PRON', 'VERB', 'DET', 'NOUN', 'ADJ', 'PUNCT'];Je maîtrise la rédaction informative.;1;0;1;0;0.16666666666666666;0.0;0.16666666666666666;0.0;0
 ; ;CV_89;3;1;15.93;84.07;[False];['SPACE']; ;0;0;0;0;0.0;0.0;0.0;0.0;0
SPÉCIALISATIONS  ;SPÉCIALISATIONS  ;CV_89;4;2;16.67;83.33;[True, False];['PROPN', 'SPACE'];SPÉCIALISATIONS  ;0;1;0;0;0.0;0.5;0.0;0.0;0
#NOM?;#NOM?;CV_89;5;4;18.15;81.85;[False, True, True, False];['PUNCT', 'NOUN', 'ADJ', 'SPACE'];#NOM?;0;0;1;0;0.0;0.0;0.25;0.0;0
- Écriture littéraire  ;- Écriture littéraire  ;CV_89;6;4;19.63;80.37;[False, True, True, False];['PUNCT', 'NOUN', 'ADJ', 'SPACE'];- Écriture littéraire  ;0;0;1;0;0.0;0.0;0.25;0.0;0
#NOM?;#NOM?;CV_89;7;3;20.74;79.26;[False, True, False];['PUNCT', 'NOUN', 'SPACE'];#NOM?;0;0;1;0;0.0;0.0;0.3333333333333333;0.0;0
#NOM?;#NOM?;CV_89;8;4;22.22;77.78;[False, True, True, False];['PUNCT', 'NOUN', 'ADJ', 'SPACE'];#NOM?;0;0;1;0;0.0;0.0;0.25;0.0;0
- Théâtre  ;- Théâtre  ;CV_89;9;3;23.33;76.67;[False, True, False];['PUNCT', 'NOUN', 'SPACE'];- Théâtre  ;0;0;1;0;0.0;0.0;0.3333333333333333;0.0;0
- Compréhension de la lecture  - Production de pièces de théâtre;- Compréhension de la lecture  - Production de pièces de théâtre;CV_89;10;12;27.78;72.22;[False, True, True, True, True, False, False, True, True, True, True, True];['PUNCT', 'NOUN', 'ADP', 'DET', 'NOUN', 'SPACE', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN'];- Compréhension de la lecture  - Production de pièces de théâtre;0;0;5;0;0.0;0.0;0.4166666666666667;0.0;0
- Reportage  - Prise de parole en public  Fixe : 01 23 45 67 89 Portable : 01 23 56 89 99 bonjour@supersite.fr www.sitevraiementsuper.fr 12, rue Desaix 75000 Paris  EXPÉRIENCE DE TRAVAIL  Rédacteur pour le bulletin de Domarin| 2019;- Reportage  - Prise de parole en public  Fixe : 01 23 45 67 89 Portable : 01 23 56 89 99 bonjour@supersite.fr www.sitevraiementsuper.fr 12, rue Desaix 75000 Paris  EXPÉRIENCE DE TRAVAIL  Rédacteur pour le bulletin de Domarin| 2019;CV_89;11;44;44.07;55.93;[False, True, False, False, True, True, True, True, True, False, True, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, True, True, False, True, False, True, True, True, False, True, True, True, True, True, False, False];['PUNCT', 'NOUN', 'SPACE', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADP', 'ADJ', 'SPACE', 'PROPN', 'PUNCT', 'NOUN', 'DET', 'DET', 'DET', 'NUM', 'ADJ', 'PUNCT', 'NOUN', 'DET', 'DET', 'DET', 'PRON', 'NOUN', 'NOUN', 'NUM', 'PUNCT', 'NOUN', 'PROPN', 'NUM', 'PROPN', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'ADV', 'NUM'];- Reportage  - Prise de parole en public  Fixe : 01 23 45 67 89 Portable : 01 23 56 89 99 bonjour@supersite.fr www.sitevraiementsuper.fr 12, rue Desaix 75000 Paris  EXPÉRIENCE DE TRAVAIL  Rédacteur pour le bulletin de Domarin| 2019;0;3;12;4;0.0;0.06818181818181818;0.2727272727272727;0.09090909090909091;0
- Présent  Rédige des copies informatives pour les clients internationaux Remue-méninges de nouveaux modèles de rédaction deux fois par mois  Trouve de nouvelles idées pour le site Web de l'entreprise Tuteur d'anglais préscolaire | 2018-2019  A enseigné aux élèves de l'école primaire deux fois par semaine A aidé les élèves à se préparer à de longs examens  A élaboré des plans de cours pour tous les tuteurs d'anglais  PARCOURS;- Présent  Rédige des copies informatives pour les clients internationaux Remue-méninges de nouveaux modèles de rédaction deux fois par mois  Trouve de nouvelles idées pour le site Web de l'entreprise Tuteur d'anglais préscolaire | 2018-2019  A enseigné aux élèves de l'école primaire deux fois par semaine A aidé les élèves à se préparer à de longs examens  A élaboré des plans de cours pour tous les tuteurs d'anglais  PARCOURS;CV_89;12;82;74.44;25.56;[False, True, False, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, False, False, False, False, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, False, True, False, True];['PUNCT', 'ADJ', 'SPACE', 'VERB', 'DET', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NUM', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'SPACE', 'AUX', 'VERB', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'NUM', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'PRON', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'SPACE', 'PROPN', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'ADJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'ADJ'];- Présent  Rédige des copies informatives pour les clients internationaux Remue-méninges de nouveaux modèles de rédaction deux fois par mois  Trouve de nouvelles idées pour le site Web de l'entreprise Tuteur d'anglais préscolaire | 2018-2019  A enseigné aux élèves de l'école primaire deux fois par semaine A aidé les élèves à se préparer à de longs examens  A élaboré des plans de cours pour tous les tuteurs d'anglais  PARCOURS;6;1;29;2;0.07317073170731707;0.012195121951219513;0.35365853658536583;0.024390243902439025;0
UNIVERSITAIRE  Université de Condorcet, Maîtrise en communication;UNIVERSITAIRE  Université de Condorcet, Maîtrise en communication;CV_89;13;9;77.78;22.22;[True, False, True, True, True, False, True, True, True];['NOUN', 'SPACE', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'NOUN', 'ADP', 'NOUN'];UNIVERSITAIRE  Université de Condorcet, Maîtrise en communication;0;1;4;0;0.0;0.1111111111111111;0.4444444444444444;0.0;0
| 2016;| 2016;CV_89;14;2;78.52;21.48;[False, False];['NOUN', 'NOUN'];| 2016;0;0;2;0;0.0;0.0;1.0;0.0;0
- Présent Président, Bureau des étudiants de l'université | 2012 - 2016 Président du Club de photographie de l'université | 2012 - 2016  LANGUES PARLÉES  Néerlandais, irlandais, allemand, italien, espagnol, slovène, grec, finnois et danois chinois, coréen, japonais, vietnamien, thaï et philippin;- Présent Président, Bureau des étudiants de l'université | 2012 - 2016 Président du Club de photographie de l'université | 2012 - 2016  LANGUES PARLÉES  Néerlandais, irlandais, allemand, italien, espagnol, slovène, grec, finnois et danois chinois, coréen, japonais, vietnamien, thaï et philippin;CV_89;15;58;100.0;0.0;[False, True, True, False, True, True, True, True, False, True, False, False, False, False, True, True, True, True, True, True, False, True, False, False, False, False, False, True, True, False, True, False, True, False, True, False, True, False, True, False, True, False, True, False, True, True, True, True, False, True, False, True, False, True, False, True, True, True];['PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'NUM', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'SPACE', 'ADJ', 'PROPN', 'SPACE', 'PROPN', 'PUNCT', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT', 'NOUN', 'CCONJ', 'ADJ', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT', 'ADJ', 'CCONJ', 'ADJ'];- Présent Président, Bureau des étudiants de l'université | 2012 - 2016 Président du Club de photographie de l'université | 2012 - 2016  LANGUES PARLÉES  Néerlandais, irlandais, allemand, italien, espagnol, slovène, grec, finnois et danois chinois, coréen, japonais, vietnamien, thaï et philippin;0;2;14;1;0.0;0.034482758620689655;0.2413793103448276;0.017241379310344827;0
LUCIE MARNIER;LUCIE MARNIER;CV_90;0;2;0.83;99.17;[True, True];['PROPN', 'PROPN'];LUCIE MARNIER;0;2;0;0;0.0;1.0;0.0;0.0;1
 ; ;CV_90;1;1;1.24;98.76;[False];['SPACE']; ;0;0;0;0;0.0;0.0;0.0;0.0;0
#NOM?;#NOM?;CV_90;2;9;4.98;95.02;[False, True, False, False, True, True, True, True, False];['ADP', 'NOUN', 'ADP', 'SPACE', 'ADP', 'DET', 'NOUN', 'NOUN', 'SPACE'];#NOM?;0;0;1;0;0.0;0.0;0.1111111111111111;0.0;0
Un graphiste est un professionnel de 2019 - 2023 + Université de Dijon l'industrie du graphisme et des arts Bachelier en Communications graphiques qui assemble des images, de la  typographie ou des images animées pour 2023;Un graphiste est un professionnel de 2019 - 2023 + Université de Dijon l'industrie du graphisme et des arts Bachelier en Communications graphiques qui assemble des images, de la  typographie ou des images animées pour 2023;CV_90;3;39;21.16;78.84;[True, True, True, True, True, True, False, False, False, False, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, True, True, True, True, False];['DET', 'NOUN', 'AUX', 'DET', 'NOUN', 'ADP', 'NUM', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'DET', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'PROPN', 'ADP', 'NOUN', 'ADJ', 'PRON', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'ADP', 'DET', 'SPACE', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'VERB', 'ADP', 'NUM'];Un graphiste est un professionnel de 2019 - 2023 + Université de Dijon l'industrie du graphisme et des arts Bachelier en Communications graphiques qui assemble des images, de la  typographie ou des images animées pour 2023;2;2;11;2;0.05128205128205128;0.05128205128205128;0.28205128205128205;0.05128205128205128;0
- 2024 + Université de Dijon créer un élément de design;- 2024 + Université de Dijon créer un élément de design;CV_90;4;11;25.73;74.27;[False, False, False, True, True, True, True, True, True, True, True];['PUNCT', 'NUM', 'ADP', 'NOUN', 'ADP', 'PROPN', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN'];- 2024 + Université de Dijon créer un élément de design;1;1;3;1;0.09090909090909091;0.09090909090909091;0.2727272727272727;0.09090909090909091;0
.;.;CV_90;5;1;26.14;73.86;[False];['PUNCT'];.;0;0;0;0;0.0;0.0;0.0;0.0;0
Un graphiste Certificat en graphisme et illustration  crée des images qui seront ensuite publiées.;Un graphiste Certificat en graphisme et illustration  crée des images qui seront ensuite publiées.;CV_90;6;16;32.78;67.22;[True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, False];['DET', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'SPACE', 'VERB', 'DET', 'NOUN', 'PRON', 'AUX', 'ADV', 'VERB', 'PUNCT'];Un graphiste Certificat en graphisme et illustration  crée des images qui seront ensuite publiées.;2;0;5;0;0.125;0.0;0.3125;0.0;0
 ; ;CV_90;7;1;33.2;66.8;[False];['SPACE']; ;0;0;0;0;0.0;0.0;0.0;0.0;0
EXPÉRIENCE  2023  2025  2028  Studio Adora  Graphiste junior  + Chargée de créer des images pour des mises en page hors ligne.;EXPÉRIENCE  2023  2025  2028  Studio Adora  Graphiste junior  + Chargée de créer des images pour des mises en page hors ligne.;CV_90;8;28;44.81;55.19;[True, False, False, False, False, False, False, False, True, True, False, True, True, False, False, True, True, True, True, True, True, True, True, True, True, True, True, False];['NOUN', 'SPACE', 'NUM', 'SPACE', 'NUM', 'SPACE', 'NUM', 'SPACE', 'PROPN', 'PROPN', 'SPACE', 'NOUN', 'ADJ', 'SPACE', 'ADP', 'VERB', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT'];EXPÉRIENCE  2023  2025  2028  Studio Adora  Graphiste junior  + Chargée de créer des images pour des mises en page hors ligne.;2;2;6;3;0.07142857142857142;0.07142857142857142;0.21428571428571427;0.10714285714285714;0
 ; ;CV_90;9;1;45.23;54.77;[False];['SPACE']; ;0;0;0;0;0.0;0.0;0.0;0.0;0
+ Modifie des photos pour des clients, des magazines et des réseaux sociaux.;+ Modifie des photos pour des clients, des magazines et des réseaux sociaux.;CV_90;10;15;51.45;48.55;[False, True, True, True, True, True, True, False, True, True, True, True, True, True, False];['ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADP', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'ADJ', 'PUNCT'];+ Modifie des photos pour des clients, des magazines et des réseaux sociaux.;1;0;4;0;0.06666666666666667;0.0;0.26666666666666666;0.0;0
#NOM?;#NOM?;CV_90;11;5;53.53;46.47;[False, True, True, True, False];['ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT'];#NOM?;0;0;1;0;0.0;0.0;0.2;0.0;0
 ; ;CV_90;12;1;53.94;46.06;[False];['SPACE']; ;0;0;0;0;0.0;0.0;0.0;0.0;0
Studio Adora  Graphiste principale  + Chargée de créer des images pour des mises en page hors ligne.;Studio Adora  Graphiste principale  + Chargée de créer des images pour des mises en page hors ligne.;CV_90;13;20;62.24;37.76;[True, True, False, True, True, False, False, True, True, True, True, True, True, True, True, True, True, True, True, False];['PROPN', 'PROPN', 'SPACE', 'NOUN', 'ADJ', 'SPACE', 'ADP', 'VERB', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT'];Studio Adora  Graphiste principale  + Chargée de créer des images pour des mises en page hors ligne.;2;2;5;0;0.1;0.1;0.25;0.0;0
 ; ;CV_90;14;1;62.66;37.34;[False];['SPACE']; ;0;0;0;0;0.0;0.0;0.0;0.0;0
+ Modifie des photos pour des clients, des magazines et des réseaux sociaux.;+ Modifie des photos pour des clients, des magazines et des réseaux sociaux.;CV_90;15;15;68.88;31.12;[False, True, True, True, True, True, True, False, True, True, True, True, True, True, False];['ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADP', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'ADJ', 'PUNCT'];+ Modifie des photos pour des clients, des magazines et des réseaux sociaux.;1;0;4;0;0.06666666666666667;0.0;0.26666666666666666;0.0;0
#NOM?;#NOM?;CV_90;16;5;70.95;29.05;[False, True, True, True, False];['ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT'];#NOM?;0;0;1;0;0.0;0.0;0.2;0.0;0
 ; ;CV_90;17;1;71.37;28.63;[False];['SPACE']; ;0;0;0;0;0.0;0.0;0.0;0.0;0
